station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
TPH,2024-04-20 03:55,,,,320.00,9.00,,30.01,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200355Z AUTO 32009KT 10SM CLR 17/M06 A3001 RMK T01701060 MADISHF,
TPH,2024-04-20 04:00,,,,330.00,10.00,,30.01,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200400Z AUTO 33010KT 10SM CLR 17/M06 A3001 RMK T01701060 MADISHF,
TPH,2024-04-20 04:05,,,,330.00,9.00,,30.01,,10.00,,FEW,,,,12000.00,,,,,,,,,,,,KTPH 200405Z AUTO 33009KT 10SM FEW120 17/M06 A3001 RMK T01701060 MADISHF,
TPH,2024-04-20 04:10,,,,320.00,11.00,,30.01,,10.00,,FEW,,,,12000.00,,,,,,,,,,,,KTPH 200410Z AUTO 32011KT 10SM FEW120 17/M06 A3001 RMK T01701060 MADISHF,
TPH,2024-04-20 04:15,,,,330.00,11.00,,30.01,,10.00,,FEW,,,,12000.00,,,,,,,,,,,,KTPH 200415Z AUTO 33011KT 10SM FEW120 16/M05 A3001 RMK T01601050 MADISHF,
TPH,2024-04-20 04:20,,,,330.00,10.00,,30.02,,10.00,,FEW,,,,12000.00,,,,,,,,,,,,KTPH 200420Z AUTO 33010KT 10SM FEW120 16/M05 A3002 RMK T01601050 MADISHF,
TPH,2024-04-20 04:25,,,,320.00,9.00,,30.02,,10.00,,FEW,,,,12000.00,,,,,,,,,,,,KTPH 200425Z AUTO 32009KT 10SM FEW120 16/M05 A3002 RMK T01601050 MADISHF,
TPH,2024-04-20 04:30,,,,330.00,11.00,,30.02,,10.00,,FEW,,,,12000.00,,,,,,,,,,,,KTPH 200430Z AUTO 33011KT 10SM FEW120 16/M05 A3002 RMK T01601050 MADISHF,
TPH,2024-04-20 04:35,,,,330.00,11.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200435Z AUTO 33011KT 10SM CLR 16/M05 A3002 RMK T01601050 MADISHF,
TPH,2024-04-20 04:40,,,,330.00,11.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200440Z AUTO 33011KT 10SM CLR 16/M05 A3002 RMK T01601050 MADISHF,
TPH,2024-04-20 04:45,,,,330.00,11.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200445Z AUTO 33011KT 10SM CLR 16/M05 A3002 RMK T01601050 MADISHF,
TPH,2024-04-20 04:50,,,,330.00,11.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200450Z AUTO 33011KT 10SM CLR 16/M05 A3002 RMK T01601050 MADISHF,
TPH,2024-04-20 04:55,,,,330.00,11.00,,30.02,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200455Z AUTO 33011KT 10SM CLR 16/M05 A3002 RMK T01601050 MADISHF,
TPH,2024-04-20 05:00,,,,330.00,9.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200500Z AUTO 33009KT 10SM CLR 16/M06 A3003 RMK T01601060 MADISHF,
TPH,2024-04-20 05:05,,,,320.00,7.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200505Z AUTO 32007KT 10SM CLR 16/M06 A3003 RMK T01601060 MADISHF,
TPH,2024-04-20 05:10,,,,310.00,5.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200510Z AUTO 31005KT 10SM CLR 16/M06 A3003 RMK T01601060 MADISHF,
TPH,2024-04-20 05:15,,,,310.00,4.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200515Z AUTO 31004KT 10SM CLR 15/M06 A3003 RMK T01501060 MADISHF,
TPH,2024-04-20 05:20,,,,300.00,5.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200520Z AUTO 30005KT 10SM CLR 14/M06 A3003 RMK T01401060 MADISHF,
TPH,2024-04-20 05:25,,,,290.00,5.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200525Z AUTO 29005KT 10SM CLR 13/M05 A3003 RMK T01301050 MADISHF,
TPH,2024-04-20 05:30,,,,60.00,4.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200530Z AUTO 06004KT 10SM CLR 13/M05 A3003 RMK T01301050 MADISHF,
TPH,2024-04-20 05:35,,,,80.00,4.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200535Z AUTO 08004KT 10SM CLR 13/M04 A3003 RMK T01301040 MADISHF,
TPH,2024-04-20 05:40,,,,70.00,2.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200540Z AUTO 07002KT 10SM CLR 13/M04 A3003 RMK T01301040 MADISHF,
TPH,2024-04-20 05:45,,,,0.00,0.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200545Z AUTO 00000KT 10SM CLR 13/M05 A3003 RMK T01301050 MADISHF,
TPH,2024-04-20 05:50,,,,50.00,4.00,,30.03,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200550Z AUTO 05004KT 10SM CLR 13/M05 A3003 RMK T01301050 MADISHF,
TPH,2024-04-20 05:55,,,,40.00,7.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200555Z AUTO 04007KT 10SM CLR 12/M04 A3004 RMK T01201040 MADISHF,
TPH,2024-04-20 06:00,,,,20.00,7.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200600Z AUTO 02007KT 10SM CLR 12/M04 A3004 RMK T01201040 MADISHF,
TPH,2024-04-20 06:05,,,,20.00,9.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200605Z AUTO 02009KT 10SM CLR 13/M05 A3004 RMK T01301050 MADISHF,
TPH,2024-04-20 06:10,,,,10.00,9.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200610Z AUTO 01009KT 10SM CLR 13/M04 A3004 RMK T01301040 MADISHF,
TPH,2024-04-20 06:15,,,,360.00,8.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200615Z AUTO 36008KT 10SM CLR 13/M05 A3004 RMK T01301050 MADISHF,
TPH,2024-04-20 06:20,,,,10.00,8.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200620Z AUTO 01008KT 10SM CLR 13/M05 A3004 RMK T01301050 MADISHF,
TPH,2024-04-20 06:25,,,,20.00,7.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200625Z AUTO 02007KT 10SM CLR 13/M05 A3004 RMK T01301050 MADISHF,
TPH,2024-04-20 06:30,,,,10.00,5.00,,30.04,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200630Z AUTO 01005KT 10SM CLR 12/M04 A3004 RMK T01201040 MADISHF,
TPH,2024-04-20 06:35,,,,350.00,4.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200635Z AUTO 35004KT 10SM CLR 12/M04 A3005 RMK T01201040 MADISHF,
TPH,2024-04-20 06:40,,,,340.00,5.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200640Z AUTO 34005KT 10SM CLR 12/M04 A3005 RMK T01201040 MADISHF,
TPH,2024-04-20 06:45,,,,360.00,8.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200645Z AUTO 36008KT 10SM CLR 12/M05 A3005 RMK T01201050 MADISHF,
TPH,2024-04-20 06:50,,,,10.00,10.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200650Z AUTO 01010KT 10SM CLR 12/M04 A3005 RMK T01201040 MADISHF,
TPH,2024-04-20 06:55,,,,360.00,10.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200655Z AUTO 36010KT 10SM CLR 12/M04 A3005 RMK T01201040 MADISHF,
TPH,2024-04-20 07:00,,,,350.00,11.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200700Z AUTO 35011KT 10SM CLR 12/M04 A3005 RMK T01201040 MADISHF,
TPH,2024-04-20 07:05,,,,350.00,11.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200705Z AUTO 35011KT 10SM CLR 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 07:10,,,,340.00,11.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200710Z AUTO 34011KT 10SM CLR 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 07:15,,,,350.00,11.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200715Z AUTO 35011KT 10SM CLR 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 07:20,,,,350.00,11.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200720Z AUTO 35011KT 10SM CLR 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 07:25,,,,360.00,13.00,,30.06,,10.00,18.00,CLR,,,,,,,,,,,,,,,,KTPH 200725Z AUTO 36013G18KT 10SM CLR 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 07:30,,,,360.00,14.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200730Z AUTO 36014KT 10SM CLR 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 07:35,,,,360.00,13.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200735Z AUTO 36013KT 10SM CLR 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 07:40,,,,360.00,13.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200740Z AUTO 36013KT 10SM CLR 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 07:45,,,,360.00,13.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200745Z AUTO 36013KT 10SM CLR 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 07:50,,,,360.00,11.00,,30.05,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200750Z AUTO 36011KT 10SM CLR 11/M04 A3005 RMK T01101040 MADISHF,
TPH,2024-04-20 07:55,,,,360.00,11.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200755Z AUTO 36011KT 10SM FEW110 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 08:00,,,,360.00,11.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200800Z AUTO 36011KT 10SM FEW110 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 08:05,,,,360.00,11.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200805Z AUTO 36011KT 10SM FEW110 11/M04 A3006 RMK T01101040 MADISHF,
TPH,2024-04-20 08:10,,,,350.00,10.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200810Z AUTO 35010KT 10SM FEW110 10/M04 A3006 RMK T01001040 MADISHF,
TPH,2024-04-20 08:15,,,,360.00,9.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200815Z AUTO 36009KT 10SM FEW110 10/M04 A3006 RMK T01001040 MADISHF,
TPH,2024-04-20 08:20,,,,360.00,9.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200820Z AUTO 36009KT 10SM FEW110 10/M03 A3006 RMK T01001030 MADISHF,
TPH,2024-04-20 08:25,,,,350.00,8.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200825Z AUTO 35008KT 10SM CLR 10/M03 A3006 RMK T01001030 MADISHF,
TPH,2024-04-20 08:30,,,,340.00,7.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200830Z AUTO 34007KT 10SM CLR 10/M03 A3006 RMK T01001030 MADISHF,
TPH,2024-04-20 08:35,,,,280.00,4.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200835Z AUTO 28004KT 10SM CLR 08/M03 A3006 RMK T00801030 MADISHF,
TPH,2024-04-20 08:40,,,,280.00,4.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200840Z AUTO 28004KT 10SM CLR 07/M04 A3006 RMK T00701040 MADISHF,
TPH,2024-04-20 08:45,,,,280.00,4.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200845Z AUTO 28004KT 10SM CLR 07/M04 A3006 RMK T00701040 MADISHF,
TPH,2024-04-20 08:50,,,,310.00,2.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200850Z AUTO 31002KT 10SM CLR 07/M04 A3006 RMK T00701040 MADISHF,
TPH,2024-04-20 08:55,,,,330.00,4.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200855Z AUTO 33004KT 10SM FEW110 08/M03 A3006 RMK T00801030 MADISHF,
TPH,2024-04-20 09:00,,,,340.00,4.00,,30.06,,10.00,,SCT,,,,11000.00,,,,,,,,,,,,KTPH 200900Z AUTO 34004KT 10SM SCT110 09/M03 A3006 RMK T00901030 MADISHF,
TPH,2024-04-20 09:05,,,,320.00,4.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200905Z AUTO 32004KT 10SM FEW110 09/M03 A3006 RMK T00901030 MADISHF,
TPH,2024-04-20 09:10,,,,320.00,4.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200910Z AUTO 32004KT 10SM FEW110 09/M03 A3006 RMK T00901030 MADISHF,
TPH,2024-04-20 09:15,,,,310.00,4.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200915Z AUTO 31004KT 10SM FEW110 08/M03 A3006 RMK T00801030 MADISHF,
TPH,2024-04-20 09:20,,,,320.00,5.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200920Z AUTO 32005KT 10SM FEW110 09/M03 A3006 RMK T00901030 MADISHF,
TPH,2024-04-20 09:25,,,,330.00,5.00,,30.06,,10.00,,FEW,,,,11000.00,,,,,,,,,,,,KTPH 200925Z AUTO 33005KT 10SM FEW110 09/M03 A3006 RMK T00901030 MADISHF,
TPH,2024-04-20 09:30,,,,330.00,5.00,,30.06,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200930Z AUTO 33005KT 10SM CLR 08/M03 A3006 RMK T00801030 MADISHF,
TPH,2024-04-20 09:35,,,,320.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200935Z AUTO 32005KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 09:40,,,,340.00,8.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200940Z AUTO 34008KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 09:45,,,,350.00,8.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200945Z AUTO 35008KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 09:50,,,,340.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200950Z AUTO 34005KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 09:55,,,,340.00,7.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 200955Z AUTO 34007KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 10:00,,,,340.00,7.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201000Z AUTO 34007KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 10:05,,,,350.00,7.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201005Z AUTO 35007KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 10:10,,,,350.00,8.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201010Z AUTO 35008KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 10:15,,,,350.00,8.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201015Z AUTO 35008KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 10:20,,,,350.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201020Z AUTO 35005KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 10:25,,,,350.00,5.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201025Z AUTO 35005KT 10SM CLR 08/M03 A3007 RMK T00801030 MADISHF,
TPH,2024-04-20 10:30,,,,350.00,7.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201030Z AUTO 35007KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 10:35,,,,350.00,7.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201035Z AUTO 35007KT 10SM CLR 07/M03 A3008 RMK T00701030 MADISHF,
TPH,2024-04-20 10:40,,,,350.00,8.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201040Z AUTO 35008KT 10SM CLR 07/M03 A3008 RMK T00701030 MADISHF,
TPH,2024-04-20 10:45,,,,350.00,8.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201045Z AUTO 35008KT 10SM CLR 07/M03 A3008 RMK T00701030 MADISHF,
TPH,2024-04-20 10:50,,,,350.00,8.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201050Z AUTO 35008KT 10SM CLR 07/M03 A3008 RMK T00701030 MADISHF,
TPH,2024-04-20 10:55,,,,350.00,8.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201055Z AUTO 35008KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:00,,,,350.00,9.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201100Z AUTO 35009KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:05,,,,350.00,9.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201105Z AUTO 35009KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:10,,,,350.00,9.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201110Z AUTO 35009KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:15,,,,350.00,10.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201115Z AUTO 35010KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:20,,,,350.00,9.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201120Z AUTO 35009KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:25,,,,360.00,10.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201125Z AUTO 36010KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:30,,,,350.00,9.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201130Z AUTO 35009KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:35,,,,350.00,9.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201135Z AUTO 35009KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:40,,,,330.00,8.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201140Z AUTO 33008KT 10SM CLR 07/M03 A3007 RMK T00701030 MADISHF,
TPH,2024-04-20 11:45,,,,330.00,10.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201145Z AUTO 33010KT 10SM CLR 06/M03 A3007 RMK T00601030 MADISHF,
TPH,2024-04-20 11:50,,,,330.00,10.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201150Z AUTO 33010KT 10SM CLR 06/M03 A3007 RMK T00601030 MADISHF,
TPH,2024-04-20 11:55,,,,330.00,10.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201155Z AUTO 33010KT 10SM CLR 06/M03 A3007 RMK T00601030 MADISHF,
TPH,2024-04-20 12:00,,,,330.00,9.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201200Z AUTO 33009KT 10SM CLR 06/M03 A3007 RMK T00601030 MADISHF,
TPH,2024-04-20 12:05,,,,340.00,9.00,,30.07,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201205Z AUTO 34009KT 10SM CLR 06/M03 A3007 RMK T00601030 MADISHF,
TPH,2024-04-20 12:10,,,,330.00,9.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201210Z AUTO 33009KT 10SM CLR 06/M03 A3008 RMK T00601030 MADISHF,
TPH,2024-04-20 12:15,,,,340.00,10.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201215Z AUTO 34010KT 10SM CLR 06/M03 A3008 RMK T00601030 MADISHF,
TPH,2024-04-20 12:20,,,,330.00,10.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201220Z AUTO 33010KT 10SM CLR 06/M03 A3008 RMK T00601030 MADISHF,
TPH,2024-04-20 12:25,,,,330.00,10.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201225Z AUTO 33010KT 10SM CLR 05/M03 A3008 RMK T00501030 MADISHF,
TPH,2024-04-20 12:30,,,,340.00,9.00,,30.08,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201230Z AUTO 34009KT 10SM CLR 05/M03 A3008 RMK T00501030 MADISHF,
TPH,2024-04-20 12:35,,,,340.00,9.00,,30.09,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201235Z AUTO 34009KT 10SM CLR 06/M03 A3009 RMK T00601030 MADISHF,
TPH,2024-04-20 12:40,,,,330.00,10.00,,30.09,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201240Z AUTO 33010KT 10SM CLR 06/M03 A3009 RMK T00601030 MADISHF,
TPH,2024-04-20 12:45,,,,330.00,10.00,,30.09,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201245Z AUTO 33010KT 10SM CLR 05/M03 A3009 RMK T00501030 MADISHF,
TPH,2024-04-20 12:50,,,,330.00,9.00,,30.09,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201250Z AUTO 33009KT 10SM CLR 05/M03 A3009 RMK T00501030 MADISHF,
TPH,2024-04-20 12:55,,,,330.00,7.00,,30.09,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201255Z AUTO 33007KT 10SM CLR 05/M03 A3009 RMK T00501030 MADISHF,
TPH,2024-04-20 13:00,,,,330.00,7.00,,30.09,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201300Z AUTO 33007KT 10SM CLR 05/M03 A3009 RMK T00501030 MADISHF,
TPH,2024-04-20 13:05,,,,340.00,9.00,,30.09,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201305Z AUTO 34009KT 10SM CLR 06/M03 A3009 RMK T00601030 MADISHF,
TPH,2024-04-20 13:10,,,,,,,30.10,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201310Z AUTO /////KT 10SM CLR 07/M03 A3010 RMK T00701030 MADISHF,
TPH,2024-04-20 13:15,,,,,,,30.10,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201315Z AUTO /////KT 10SM CLR 06/M03 A3010 RMK T00601030 MADISHF,
TPH,2024-04-20 13:20,,,,350.00,14.00,,30.10,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201320Z AUTO 35014KT 10SM CLR 06/M03 A3010 RMK T00601030 MADISHF,
TPH,2024-04-20 13:25,,,,350.00,13.00,,30.11,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201325Z AUTO 35013KT 10SM CLR 06/M03 A3011 RMK T00601030 MADISHF,
TPH,2024-04-20 13:30,,,,350.00,11.00,,30.11,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201330Z AUTO 35011KT 10SM CLR 06/M03 A3011 RMK T00601030 MADISHF,
TPH,2024-04-20 13:35,,,,350.00,11.00,,30.11,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201335Z AUTO 35011KT 10SM CLR 06/M03 A3011 RMK T00601030 MADISHF,
TPH,2024-04-20 13:40,,,,350.00,11.00,,30.11,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201340Z AUTO 35011KT 10SM CLR A3011 RMK MADISHF,
TPH,2024-04-20 13:45,,,,350.00,13.00,,30.12,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201345Z AUTO 35013KT 10SM CLR A3012 RMK MADISHF,
TPH,2024-04-20 13:50,,,,,14.00,,30.12,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201350Z AUTO ///14KT 10SM CLR 07/M03 A3012 RMK T00701030 MADISHF,
TPH,2024-04-20 13:55,,,,,,,30.12,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201355Z AUTO /////KT 10SM CLR 07/M03 A3012 RMK T00701030 MADISHF,
TPH,2024-04-20 14:00,,,,,,,30.12,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201400Z AUTO /////KT 10SM CLR 07/M03 A3012 RMK T00701030 MADISHF,
TPH,2024-04-20 14:05,,,,350.00,14.00,,30.13,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201405Z AUTO 35014KT 10SM CLR 07/M03 A3013 RMK T00701030 MADISHF,
TPH,2024-04-20 14:10,,,,350.00,11.00,,30.13,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201410Z AUTO 35011KT 10SM CLR 08/M02 A3013 RMK T00801020 MADISHF,
TPH,2024-04-20 14:15,,,,350.00,11.00,,30.13,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201415Z AUTO 35011KT 10SM CLR 08/M02 A3013 RMK T00801020 MADISHF,
TPH,2024-04-20 14:20,,,,350.00,11.00,,30.13,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201420Z AUTO 35011KT 10SM CLR 08/M02 A3013 RMK T00801020 MADISHF,
TPH,2024-04-20 14:25,,,,360.00,11.00,,30.13,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201425Z AUTO 36011KT 10SM CLR A3013 RMK MADISHF,
TPH,2024-04-20 14:30,,,,360.00,11.00,,30.13,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201430Z AUTO 36011KT 10SM CLR A3013 RMK MADISHF,
TPH,2024-04-20 14:35,,,,360.00,14.00,,30.13,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201435Z AUTO 36014KT 10SM CLR 10/M02 A3013 RMK T01001020 MADISHF,
TPH,2024-04-20 14:40,,,,360.00,11.00,,30.14,,10.00,,CLR,,,,,,,,,,,,,,,,KTPH 201440Z AUTO 36011KT 10SM CLR 11/M02 A3014 RMK T01101020 MADISHF,
